KAG2771363.1         -          2-Hacid_dh_C         PF02826.22      0.14   12.2   0.0       0.3   11.1   0.0   1.4   1   0   0   1   1   1   0 hypothetical protein Pcac1_g17626 [Phytophthora cactorum]
KAG2773079.1         -          2-Hacid_dh_C         PF02826.22      0.16   12.0   0.1      0.31   11.1   0.1   1.4   1   0   0   1   1   1   0 hypothetical protein Pcac1_g16135 [Phytophthora cactorum]
KAG2777398.1         -          2-Hacid_dh_C         PF02826.22      0.17   11.9   0.0      0.28   11.2   0.0   1.3   1   0   0   1   1   1   0 Glyceraldehyde-3-phosphate dehydrogenase [Phytophthora cactorum]
KAG2777320.1         -          2-Hacid_dh_C         PF02826.22      0.17   11.9   0.0      0.29   11.2   0.0   1.3   1   0   0   1   1   1   0 Glyceraldehyde-3-phosphate dehydrogenase [Phytophthora cactorum]
KAG2788115.1         -          2-Hacid_dh_C         PF02826.22      0.18   11.8   0.1      0.58   10.2   0.0   1.9   2   0   0   2   2   1   0 hypothetical protein Pcac1_g2340 [Phytophthora cactorum]
KAG2790371.1         -          2-Hacid_dh_C         PF02826.22      0.19   11.8   0.1      0.35   10.9   0.1   1.4   1   0   0   1   1   1   0 hypothetical protein Pcac1_g253 [Phytophthora cactorum]
KAG2777169.1         -          2-Hacid_dh_C         PF02826.22      0.19   11.7   0.0        13    5.8   0.0   2.2   2   0   0   2   2   2   0 hypothetical protein Pcac1_g12499 [Phytophthora cactorum]
KAG2770500.1         -          2-Hacid_dh_C         PF02826.22      0.22   11.6   0.0      0.49   10.4   0.0   1.5   1   0   0   1   1   1   0 hypothetical protein Pcac1_g18618 [Phytophthora cactorum]
KAG2768026.1         -          2-Hacid_dh_C         PF02826.22      0.27   11.3   0.0      0.45   10.5   0.0   1.4   1   0   0   1   1   1   0 hypothetical protein Pcac1_g20670 [Phytophthora cactorum]
KAG2783262.1         -          2-Hacid_dh_C         PF02826.22      0.28   11.2   0.2      0.51   10.4   0.2   1.5   1   0   0   1   1   1   0 hypothetical protein Pcac1_g6880 [Phytophthora cactorum]
KAG2783263.1         -          2-Hacid_dh_C         PF02826.22      0.28   11.2   0.2      0.51   10.4   0.2   1.5   1   0   0   1   1   1   0 hypothetical protein Pcac1_g6881 [Phytophthora cactorum]
KAG2762816.1         -          2OG-FeII_Oxy_2       PF13532.9    4.1e-43  148.5   0.0   5.2e-43  148.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein Pcac1_g25362 [Phytophthora cactorum]
KAG2763543.1         -          2OG-FeII_Oxy_2       PF13532.9    7.8e-42  144.4   0.0   1.2e-41  143.8   0.0   1.3   1   0   0   1   1   1   1 hypothetical protein Pcac1_g24761 [Phytophthora cactorum]
KAG2786810.1         -          2OG-FeII_Oxy_2       PF13532.9    1.7e-22   81.3   0.0   2.4e-22   80.8   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein Pcac1_g3779 [Phytophthora cactorum]
KAG2778673.1         -          2OG-FeII_Oxy_2       PF13532.9      6e-20   73.0   0.0   1.2e-19   71.9   0.0   1.5   1   0   0   1   1   1   1 Alkylated DNA repair protein alkB 8 [Phytophthora cactorum]
KAG2778675.1         -          2OG-FeII_Oxy_2       PF13532.9    8.7e-20   72.4   0.0   1.7e-19   71.5   0.0   1.5   1   0   0   1   1   1   1 Alkylated DNA repair protein alkB 8 [Phytophthora cactorum]
KAG2778674.1         -          2OG-FeII_Oxy_2       PF13532.9      6e-16   59.9   0.0   1.3e-15   58.8   0.0   1.6   1   0   0   1   1   1   1 hypothetical protein Pcac1_g10800 [Phytophthora cactorum]
KAG2779615.1         -          2OG-FeII_Oxy_2       PF13532.9    2.7e-13   51.2   0.0   9.9e-12   46.1   0.0   2.4   1   1   0   1   1   1   1 hypothetical protein Pcac1_g10010 [Phytophthora cactorum]
KAG2790935.1         -          2OG-FeII_Oxy_2       PF13532.9    4.6e-08   34.2   0.3   1.5e-07   32.5   0.2   1.9   2   0   0   2   2   2   1 hypothetical protein Pcac1_g20 [Phytophthora cactorum]
KAG2758980.1         -          53-BP1_Tudor         PF09038.13     1e-25   90.8 165.4       6.3    7.5   0.1  43.0  44   0   0  44  44  44   2 hypothetical protein Pcac1_g28935 [Phytophthora cactorum]
KAG2766201.1         -          53-BP1_Tudor         PF09038.13   2.3e-17   63.8  43.0      0.32   11.7   0.1  14.1  11   3   2  14  14  14   9 hypothetical protein Pcac1_g22388 [Phytophthora cactorum]
KAG2790616.1         -          53-BP1_Tudor         PF09038.13   0.00013   22.6   0.1    0.0055   17.4   0.0   2.9   3   0   0   3   3   3   1 hypothetical protein Pcac1_g340 [Phytophthora cactorum]
KAG2764187.1         -          53-BP1_Tudor         PF09038.13     0.012   16.2   6.1       6.1    7.5   0.1   3.8   3   1   1   4   4   4   0 hypothetical protein Pcac1_g24293, partial [Phytophthora cactorum]
KAG2764186.1         -          53-BP1_Tudor         PF09038.13     0.032   14.9   0.0      0.04   14.6   0.0   1.1   1   0   0   1   1   1   0 hypothetical protein Pcac1_g24292 [Phytophthora cactorum]
KAG2766565.1         -          53-BP1_Tudor         PF09038.13      0.04   14.6   0.2      0.12   13.0   0.1   1.7   2   0   0   2   2   2   0 hypothetical protein Pcac1_g22042 [Phytophthora cactorum]
KAG2790700.1         -          53-BP1_Tudor         PF09038.13       0.1   13.3   0.0       8.4    7.1   0.0   2.2   2   0   0   2   2   2   0 hypothetical protein Pcac1_g319 [Phytophthora cactorum]
KAG2783807.1         -          53-BP1_Tudor         PF09038.13      0.17   12.6   0.0      0.42   11.3   0.0   1.6   1   0   0   1   1   1   0 hypothetical protein Pcac1_g6581 [Phytophthora cactorum]
KAG2762966.1         -          AAA                  PF00004.32   5.2e-97  322.1   0.0     4e-47  160.7   0.0   2.5   2   0   0   2   2   2   2 Cell division cycle protein 48 [Phytophthora cactorum]
KAG2779828.1         -          AAA                  PF00004.32   2.4e-91  303.7   0.0   1.6e-47  161.9   0.0   2.7   2   0   0   2   2   2   2 Nuclear valosin-containing protein-like [Phytophthora cactorum]
KAG2781410.1         -          AAA                  PF00004.32   3.8e-91  303.1   0.0     3e-44  151.4   0.0   2.6   2   0   0   2   2   2   2 Spermatogenesis-associated protein 5 [Phytophthora cactorum]
KAG2788493.1         -          AAA                  PF00004.32   1.4e-70  236.5   0.0   1.4e-34  120.1   0.0   2.4   2   0   0   2   2   2   2 Calmodulin-interacting protein [Phytophthora cactorum]
KAG2779971.1         -          AAA                  PF00004.32   1.5e-60  204.1   0.1   8.2e-31  107.9   0.0   2.4   2   0   0   2   2   2   2 hypothetical protein Pcac1_g9977 [Phytophthora cactorum]
KAG2764858.1         -          AAA                  PF00004.32   1.5e-58  197.7   0.0   3.2e-43  148.0   0.0   3.1   2   1   0   2   2   2   2 hypothetical protein Pcac1_g23557 [Phytophthora cactorum]
KAG2789761.1         -          AAA                  PF00004.32   4.5e-56  189.6   0.1   1.4e-13   52.1   0.0   5.9   5   0   0   5   5   5   4 hypothetical protein Pcac1_g1075 [Phytophthora cactorum]
KAG2770264.1         -          AAA                  PF00004.32   5.8e-55  186.0   0.0   1.6e-42  145.8   0.0   2.5   2   0   0   2   2   2   2 Peroxisomal biogenesis factor 6 [Phytophthora cactorum]
KAG2760291.1         -          AAA                  PF00004.32   1.6e-51  174.9   0.0   1.8e-40  139.2   0.0   2.5   2   0   0   2   2   2   2 Vesicle-fusing [Phytophthora cactorum]
KAG2764995.1         -          AAA                  PF00004.32   2.4e-45  154.9   0.0     2e-34  119.6   0.0   2.5   2   0   0   2   2   2   2 hypothetical protein Pcac1_g23485 [Phytophthora cactorum]
KAG2779324.1         -          AAA                  PF00004.32   3.4e-44  151.2   0.0   8.8e-32  111.0   0.0   2.5   2   0   0   2   2   2   2 hypothetical protein Pcac1_g10728 [Phytophthora cactorum]
KAG2781267.1         -          AAA                  PF00004.32   9.5e-44  149.7   0.0     2e-43  148.7   0.0   1.6   1   0   0   1   1   1   1 ATP-dependent zinc metalloprotease FTSH 4 [Phytophthora cactorum]
KAG2762741.1         -          AAA                  PF00004.32   1.4e-43  149.2   0.0   3.1e-43  148.1   0.0   1.6   1   0   0   1   1   1   1 26S proteasome regulatory subunit [Phytophthora cactorum]
KAG2765915.1         -          AAA                  PF00004.32   2.2e-43  148.6   0.0   5.3e-43  147.3   0.0   1.7   1   0   0   1   1   1   1 Spastin [Phytophthora cactorum]
KAG2765914.1         -          AAA                  PF00004.32   2.2e-43  148.5   0.0   5.3e-43  147.3   0.0   1.7   1   0   0   1   1   1   1 Spastin [Phytophthora cactorum]
KAG2786173.1         -          AAA                  PF00004.32   6.2e-43  147.1   0.0   1.1e-42  146.4   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g4418 [Phytophthora cactorum]
KAG2763102.1         -          AAA                  PF00004.32   6.4e-43  147.1   0.0   1.1e-42  146.3   0.0   1.4   1   0   0   1   1   1   1 Vacuolar protein sorting-associated protein 4 [Phytophthora cactorum]
KAG2790894.1         -          AAA                  PF00004.32   1.4e-42  145.9   0.1   3.6e-42  144.6   0.0   1.7   2   0   0   2   2   1   1 26S proteasome regulatory subunit 8 A [Phytophthora cactorum]
KAG2778688.1         -          AAA                  PF00004.32   4.6e-42  144.3   0.0   8.9e-42  143.4   0.0   1.5   1   0   0   1   1   1   1 ATP-dependent zinc metalloprotease FTSH 8 [Phytophthora cactorum]
KAG2761150.1         -          AAA                  PF00004.32   8.7e-42  143.4   0.0   8.4e-39  133.7   0.0   2.6   2   0   0   2   2   2   1 ATPase family AAA domain-containing protein 2 [Phytophthora cactorum]
KAG2769447.1         -          AAA                  PF00004.32   7.2e-41  140.4   0.0     2e-40  139.0   0.0   1.7   2   0   0   2   2   1   1 26S proteasome regulatory subunit 10B A [Phytophthora cactorum]
KAG2763825.1         -          AAA                  PF00004.32   3.2e-40  138.3   0.0   6.1e-40  137.4   0.0   1.5   1   0   0   1   1   1   1 26S proteasome regulatory subunit 4 B [Phytophthora cactorum]
KAG2778715.1         -          AAA                  PF00004.32     5e-40  137.7   0.0   1.4e-39  136.3   0.0   1.8   2   0   0   2   2   1   1 26S proteasome regulatory subunit 7 [Phytophthora cactorum]
KAG2774361.1         -          AAA                  PF00004.32   1.1e-38  133.3   0.0   2.2e-38  132.4   0.0   1.5   1   0   0   1   1   1   1 26S proteasome regulatory subunit 6A A [Phytophthora cactorum]
KAG2780659.1         -          AAA                  PF00004.32   2.5e-38  132.2   0.0   5.1e-38  131.2   0.0   1.5   1   0   0   1   1   1   1 Katanin p60 ATPase-containing subunit A-like 2 [Phytophthora cactorum]
KAG2773826.1         -          AAA                  PF00004.32   4.5e-38  131.4   0.0   8.1e-38  130.6   0.0   1.4   1   0   0   1   1   1   1 Fidgetin-like protein 1 [Phytophthora cactorum]
KAG2763900.1         -          AAA                  PF00004.32   1.4e-37  129.8   0.0   2.3e-37  129.1   0.0   1.4   1   0   0   1   1   1   1 Katanin p60 ATPase-containing subunit A-like 1 [Phytophthora cactorum]
KAG2767049.1         -          AAA                  PF00004.32   1.4e-36  126.5   0.0   3.3e-36  125.4   0.0   1.7   1   0   0   1   1   1   1 hypothetical protein Pcac1_g21587 [Phytophthora cactorum]
KAG2770955.1         -          AAA                  PF00004.32   3.7e-35  121.9   0.0   6.7e-35  121.1   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein Pcac1_g17945 [Phytophthora cactorum]
KAG2766691.1         -          AAA                  PF00004.32   3.3e-34  118.9   0.0     1e-33  117.3   0.0   1.9   2   0   0   2   2   1   1 hypothetical protein Pcac1_g21857 [Phytophthora cactorum]
KAG2775255.1         -          AAA                  PF00004.32   1.1e-31  110.7   0.0   2.1e-31  109.8   0.0   1.5   1   0   0   1   1   1   1 Pachytene checkpoint protein 2 [Phytophthora cactorum]
KAG2774674.1         -          AAA                  PF00004.32   4.9e-27   95.7   1.2   5.7e-14   53.4   0.0   3.3   3   0   0   3   3   2   2 Chaperone protein [Phytophthora cactorum]
